City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
242,Mujiayingzi,CN,2022-02-07 03:04:44,42.1167,118.7833,20.75,44,92,6.22
243,Faya,SA,2022-02-07 03:04:44,18.3851,42.4509,50.52,84,9,3.42
244,Bentiu,SS,2022-02-07 03:04:44,9.2333,29.8333,65.34,22,41,5.19
245,Boguchany,RU,2022-02-07 03:04:45,58.3814,97.4531,17.13,94,100,0.34
246,Winneba,GH,2022-02-07 03:04:45,5.3511,-0.6231,78.66,87,96,6.35
247,Cabo San Lucas,MX,2022-02-07 03:01:47,22.8909,-109.9124,67.51,74,0,4.21
248,San Ramon,US,2022-02-07 03:03:35,37.7799,-121.978,58.51,60,0,0.0
249,Redcar,GB,2022-02-07 03:04:46,54.6166,-1.06,36.45,64,8,8.01
250,Axim,GH,2022-02-07 03:04:47,4.8699,-2.2405,77.94,88,100,3.87
251,Houma,US,2022-02-07 03:01:16,29.5958,-90.7195,46.0,69,1,3.44
252,Okakarara,NA,2022-02-07 03:04:47,-20.5833,17.4333,64.65,85,89,4.81
253,Ambikapur,IN,2022-02-07 03:04:47,23.1167,83.2,60.67,25,0,1.3
254,La Libertad,EC,2022-02-07 03:04:48,-2.2333,-80.9,74.7,82,54,6.02
255,Ugoofaaru,MV,2022-02-07 03:04:48,5.6667,73.0,80.74,71,66,10.07
256,Akureyri,IS,2022-02-07 03:04:48,65.6835,-18.0878,15.82,98,100,5.91
257,San Ignacio,BZ,2022-02-07 03:04:49,17.1561,-89.0714,71.74,94,75,0.0
258,Hirara,JP,2022-02-07 03:00:43,24.8,125.2833,66.31,66,100,20.8
259,Collie,AU,2022-02-07 03:04:50,-33.3667,116.15,65.98,46,48,13.27
260,Oga,IT,2022-02-07 03:04:50,46.4631,10.347,32.54,93,100,5.55
261,Cockburn Town,TC,2022-02-07 03:02:39,21.4612,-71.1419,76.01,75,0,16.91
262,Mehamn,NO,2022-02-07 03:04:50,71.0357,27.8492,18.45,83,90,13.51
263,Ranong,TH,2022-02-07 03:04:51,9.9658,98.6348,84.56,61,99,4.32
264,Aldan,RU,2022-02-07 03:04:51,58.6031,125.3894,2.05,93,100,2.1
265,Marang,MY,2022-02-07 03:04:51,5.2056,103.2059,77.92,88,100,6.33
266,Anadyr,RU,2022-02-07 03:04:52,64.75,177.4833,-14.3,84,0,11.18
267,Haicheng,CN,2022-02-07 03:04:52,40.8516,122.7475,24.51,48,48,4.09
268,Coihaique,CL,2022-02-07 03:04:52,-45.5752,-72.0662,66.81,72,0,4.61
269,Asau,RO,2022-02-07 03:04:53,46.4333,26.4,33.76,72,100,5.95
270,Kahului,US,2022-02-07 03:04:53,20.8947,-156.47,78.82,60,40,20.71
271,Turukhansk,RU,2022-02-07 03:00:35,65.8167,87.9833,-26.21,100,55,4.09
272,Jaisalmer,IN,2022-02-07 03:04:54,26.9147,70.9181,63.7,35,0,2.75
273,Dubrovytsya,UA,2022-02-07 03:04:54,51.5744,26.565,34.07,98,100,15.59
274,Upernavik,GL,2022-02-07 03:04:55,72.7868,-56.1549,-14.49,100,100,8.41
275,Trat,TH,2022-02-07 03:04:55,12.5,102.5,87.26,47,100,10.45
276,Maromitsa,RU,2022-02-07 03:04:55,59.8683,48.0123,11.21,98,100,1.48
277,Eydhafushi,MV,2022-02-07 03:04:56,5.1033,73.0708,80.58,74,70,11.83
278,Bubaque,GW,2022-02-07 03:05:56,11.2833,-15.8333,76.44,70,6,7.78
279,Burns Lake,CA,2022-02-07 03:05:57,54.2331,-125.7533,28.45,99,100,4.12
280,Chapais,CA,2022-02-07 03:04:43,49.7834,-74.8492,4.78,95,100,5.53
281,Bilma,NE,2022-02-07 03:05:57,18.6853,12.9164,56.57,18,0,7.92
282,Kaitangata,NZ,2022-02-07 03:01:10,-46.2817,169.8464,59.94,80,52,8.32
283,Tuktoyaktuk,CA,2022-02-07 03:05:58,69.4541,-133.0374,-13.54,96,100,14.81
284,Galyugayevskaya,RU,2022-02-07 03:05:58,43.6969,44.9344,34.74,80,87,5.53
285,Aksarka,RU,2022-02-07 03:05:59,66.5606,67.7975,-14.62,100,96,6.78
286,Bustamante,MX,2022-02-07 03:05:59,26.5333,-100.5,53.76,44,100,5.82
287,Mtwara,TZ,2022-02-07 03:05:06,-10.2667,40.1833,77.25,85,100,9.17
288,Taoudenni,ML,2022-02-07 03:06:00,22.6783,-3.9836,64.72,14,7,10.18
289,Honiara,SB,2022-02-07 03:06:00,-9.4333,159.95,85.28,74,100,7.43
290,Kimbe,PG,2022-02-07 03:03:41,-5.5502,150.1429,85.3,72,82,7.0
291,Leningradskiy,RU,2022-02-07 03:06:00,69.3833,178.4167,-26.57,100,63,2.82
292,Varedo,IT,2022-02-07 03:06:01,45.598,9.1567,45.75,90,75,2.3
293,Hualmay,PE,2022-02-07 03:06:01,-11.0964,-77.6139,70.59,79,100,9.15
294,Aklavik,CA,2022-02-07 03:06:02,68.2191,-135.0107,-20.09,91,100,19.39
295,Matara,LK,2022-02-07 03:06:02,5.9485,80.5353,80.56,73,100,4.47
296,Guane,CU,2022-02-07 03:06:03,22.2025,-84.0875,68.18,79,0,4.88
297,Kotido,UG,2022-02-07 03:06:03,2.9806,34.1331,70.72,38,78,5.3
298,Palana,RU,2022-02-07 03:06:03,59.1167,159.9667,15.6,74,73,9.22
299,Mount Pleasant,US,2022-02-07 03:06:04,32.7941,-79.8626,46.4,74,100,1.01
300,Yima,CN,2022-02-07 03:06:04,34.7381,111.8839,34.63,34,56,8.21
301,Aykhal,RU,2022-02-07 03:06:05,66.0,111.5,-14.48,99,99,6.35
302,Bella Union,UY,2022-02-07 03:06:05,-30.2752,-57.6007,62.85,46,0,6.4
303,Alzamay,RU,2022-02-07 03:06:06,55.5562,98.6644,18.19,85,100,2.42
304,Ancud,CL,2022-02-07 03:03:38,-41.8697,-73.8203,55.42,89,5,2.86
305,Lagoa,PT,2022-02-07 03:05:43,39.05,-27.9833,59.56,85,7,16.49
306,Andra,RU,2022-02-07 03:06:06,62.5147,65.8878,4.05,94,100,9.91
307,Goure,NE,2022-02-07 03:06:07,13.9835,10.2704,63.01,14,0,10.09
308,Pevek,RU,2022-02-07 03:06:07,69.7008,170.3133,-23.37,98,27,0.92
309,Makubetsu,JP,2022-02-07 03:06:07,45.3714,141.8211,25.11,75,100,15.82
310,Dukat,RU,2022-02-07 03:06:08,62.55,155.55,-3.46,74,6,0.85
311,Gelemso,ET,2022-02-07 03:06:08,8.8167,40.5167,56.61,90,99,4.61
312,Nambucca Heads,AU,2022-02-07 03:06:09,-30.65,153.0,74.17,57,69,18.05
313,Jacareacanga,BR,2022-02-07 03:06:09,-6.2222,-57.7528,73.22,98,100,1.52
314,Coquimbo,CL,2022-02-07 03:02:36,-29.9533,-71.3436,64.56,85,13,3.83
315,Assare,BR,2022-02-07 03:06:10,-6.8744,-39.875,70.32,80,22,1.63
316,Saskylakh,RU,2022-02-07 03:04:44,71.9167,114.0833,-27.18,100,93,4.09
317,Port Augusta,AU,2022-02-07 03:06:10,-32.5,137.7667,93.7,17,13,14.92
318,Nuuk,GL,2022-02-07 03:06:10,64.1835,-51.7216,7.41,85,100,9.22
319,Sakakah,SA,2022-02-07 03:02:16,29.9697,40.2064,46.04,59,0,4.7
320,Dali,CN,2022-02-07 03:02:13,25.7,100.1833,47.34,48,1,2.04
321,Along,IN,2022-02-07 03:06:11,28.1667,94.7667,56.77,72,33,0.63
322,Larsnes,NO,2022-02-07 03:06:11,62.2028,5.5773,39.02,82,87,6.24
323,Kanniyakumari,IN,2022-02-07 03:06:12,8.0833,77.5667,78.69,70,56,13.38
324,Salinas,US,2022-02-07 03:01:56,36.6777,-121.6555,60.96,61,0,3.44
325,Karpogory,RU,2022-02-07 03:06:12,64.0019,44.4451,10.04,94,100,7.87
326,Ahipara,NZ,2022-02-07 03:07:12,-35.1667,173.1667,75.11,96,97,6.17
327,Erwitte,DE,2022-02-07 03:07:13,51.6167,8.35,38.57,87,100,12.66
328,Kjopsvik,NO,2022-02-07 03:07:13,68.097,16.3742,29.17,75,100,6.33
329,Robertsganj,IN,2022-02-07 03:07:14,24.7,83.0667,58.41,44,0,3.49
330,Turkmenabat,TM,2022-02-07 03:07:14,39.0733,63.5786,39.29,62,100,5.91
331,Clyde River,CA,2022-02-07 03:07:15,70.4692,-68.5914,-39.5,94,61,4.79
332,Luangwa,ZM,2022-02-07 03:07:15,-15.6167,30.4167,67.84,97,57,0.89
333,Porto Novo,BJ,2022-02-07 03:07:15,6.4965,2.6036,75.88,88,59,3.18
334,Ambon,ID,2022-02-07 03:07:16,-3.6954,128.1814,87.94,66,40,4.61
335,Kargat,RU,2022-02-07 03:07:16,55.1956,80.2811,-2.97,95,100,3.04
336,Ascension,US,2022-02-07 03:07:17,30.2169,-90.9001,44.6,74,0,0.0
337,Thinadhoo,MV,2022-02-07 03:07:17,0.5333,72.9333,82.81,62,100,12.64
338,Port Moresby,PG,2022-02-07 03:07:18,-9.4431,147.1797,86.04,63,100,9.78
339,Fortuna,US,2022-02-07 03:07:18,40.5982,-124.1573,48.18,90,0,2.91
340,Shelburne,CA,2022-02-07 03:07:18,44.0787,-80.2041,25.27,71,100,15.41
341,Beringovskiy,RU,2022-02-07 03:07:19,63.05,179.3167,-13.88,94,17,5.17
342,Petit Goave,HT,2022-02-07 03:07:19,18.4314,-72.8669,73.58,71,12,2.64
343,Gawler,AU,2022-02-07 03:07:20,-34.6,138.7333,92.25,26,1,15.1
344,Saint-Francois,FR,2022-02-07 03:07:20,46.4154,3.9054,48.67,92,100,16.11
345,Harrisburg,US,2022-02-07 03:06:30,40.2737,-76.8844,30.43,62,0,3.0
346,La Rioja,ES,2022-02-07 03:07:21,42.25,-2.5,35.04,75,78,4.81
347,Kyritz,DE,2022-02-07 03:07:21,52.9421,12.397,37.0,82,93,18.52
348,Chuy,UY,2022-02-07 03:07:21,-33.6971,-53.4616,63.79,74,41,15.66
349,Podor,MR,2022-02-07 03:07:22,16.6527,-14.9587,76.05,11,0,8.7
350,Salalah,OM,2022-02-07 03:07:22,17.0151,54.0924,73.49,25,0,17.27
351,Broken Hill,AU,2022-02-07 03:07:22,-31.95,141.4333,82.29,26,0,15.52
352,Milkovo,RU,2022-02-07 03:07:23,54.7167,158.6167,20.71,86,100,12.12
353,Bethanien,NA,2022-02-07 03:07:23,-26.502,17.1583,73.9,57,96,3.62
354,Bosaso,SO,2022-02-07 03:03:03,11.2842,49.1816,70.52,77,9,1.03
355,Salto,UY,2022-02-07 03:07:23,-31.3833,-57.9667,61.88,69,0,6.33
356,Batemans Bay,AU,2022-02-07 03:07:24,-35.7167,150.1833,73.2,61,60,10.65
357,Niksar,TR,2022-02-07 03:07:24,40.5917,36.9517,29.08,81,39,6.91
358,Manggar,ID,2022-02-07 03:02:37,-2.8833,108.2667,81.72,79,100,8.63
359,Panaba,MX,2022-02-07 03:07:25,21.2833,-88.2667,68.16,89,0,6.22
360,Atuona,PF,2022-02-07 03:07:25,-9.8,-139.0333,78.8,77,12,17.09
361,Baruun-Urt,MN,2022-02-07 03:07:26,46.6806,113.2792,8.73,75,11,9.01
362,Zyryanovsk,KZ,2022-02-07 03:07:26,49.7386,84.2719,-15.66,92,69,2.35
363,Chongwe,ZM,2022-02-07 03:07:26,-15.3292,28.682,60.03,96,47,2.84
364,Vicuna,CL,2022-02-07 03:07:27,-30.0319,-70.7081,56.93,45,0,0.58
365,Balikpapan,ID,2022-02-07 03:07:27,-1.2675,116.8289,83.39,79,20,10.36
366,Dakar,SN,2022-02-07 03:07:27,14.6937,-17.4441,68.88,80,0,15.59
367,Caravelas,BR,2022-02-07 03:07:28,-17.7125,-39.2481,76.24,87,60,5.7
368,Bahia Blanca,AR,2022-02-07 03:07:28,-38.7196,-62.2724,62.31,76,6,7.2
369,Mayo,US,2022-02-07 03:07:28,38.8876,-76.5119,34.25,66,100,1.01
370,San Vicente,AR,2022-02-07 03:07:29,-26.6167,-54.1333,58.8,63,0,2.82
371,Te Anau,NZ,2022-02-07 03:08:29,-45.4167,167.7167,70.7,39,26,1.39
372,Taitung,TW,2022-02-07 03:08:29,22.7583,121.1444,64.67,94,100,2.3
373,San Juan,AR,2022-02-07 03:08:30,-31.5375,-68.5364,74.34,34,0,11.83
374,Port Macquarie,AU,2022-02-07 03:07:41,-31.4333,152.9167,73.89,56,70,16.31
375,Havelock,US,2022-02-07 03:08:30,34.8791,-76.9013,42.78,86,64,4.0
376,Channel-Port Aux Basques,CA,2022-02-07 03:08:31,47.5702,-59.1367,16.29,69,98,7.74
377,Kot Kapura,IN,2022-02-07 03:08:31,30.5833,74.9,52.48,71,3,3.42
378,Zunyi,CN,2022-02-07 03:05:09,27.6867,106.9072,33.66,100,94,3.67
379,Koubia,GN,2022-02-07 03:08:32,11.5833,-11.9,64.38,19,3,1.9
380,Sitka,US,2022-02-07 03:08:17,57.0531,-135.33,44.49,76,100,14.97
381,Ahuimanu,US,2022-02-07 03:08:32,21.4447,-157.8378,80.31,68,20,5.99
382,Kota Bahru,MY,2022-02-07 03:08:32,6.1333,102.2386,81.9,86,100,3.62
383,Rudbar,AF,2022-02-07 03:08:33,30.15,62.6,50.27,33,0,7.61
384,Hibbing,US,2022-02-07 03:08:33,47.4272,-92.9377,11.8,78,100,12.66
385,Ronda,ES,2022-02-07 03:04:02,36.7423,-5.1671,50.9,93,9,5.12
386,Palmer,US,2022-02-07 03:08:34,42.1584,-72.3287,21.61,80,20,0.0
387,Vila Franca Do Campo,PT,2022-02-07 03:08:34,37.7167,-25.4333,60.19,81,27,12.46
388,Juneau,US,2022-02-07 03:06:21,58.3019,-134.4197,41.85,96,100,8.99
389,Kavaratti,IN,2022-02-07 03:08:35,10.5669,72.642,77.65,67,14,6.93
390,Belmonte,BR,2022-02-07 03:08:35,-15.8631,-38.8828,77.5,85,40,6.11
391,Klaksvik,FO,2022-02-07 03:04:52,62.2266,-6.589,29.32,50,100,15.43
392,Dudinka,RU,2022-02-07 03:08:35,69.4058,86.1778,-35.68,100,39,2.91
393,Koumac,NC,2022-02-07 03:08:36,-20.5667,164.2833,82.17,84,100,19.53
394,Tutoia,BR,2022-02-07 03:08:36,-2.7619,-42.2744,82.38,83,8,10.02
395,Pangkalanbuun,ID,2022-02-07 03:08:36,-2.6833,111.6167,75.97,94,100,2.15
396,Tyrma,RU,2022-02-07 03:08:37,50.0833,132.1667,0.84,87,100,1.79
397,Kaeo,NZ,2022-02-07 03:08:37,-35.1,173.7833,77.32,96,99,6.44
398,Pokhara,NP,2022-02-07 03:08:37,28.2333,83.9833,53.02,67,4,2.37
399,Abu Dhabi,AE,2022-02-07 03:04:56,24.4667,54.3667,64.96,60,40,3.0
400,Mastic Beach,US,2022-02-07 03:08:38,40.7668,-72.8521,33.98,80,100,5.01
401,Dospat,BG,2022-02-07 03:08:38,41.65,24.1667,26.28,96,58,1.3
402,Conde,BR,2022-02-07 03:08:39,-7.2597,-34.9075,78.26,78,20,3.44
403,Sinazongwe,ZM,2022-02-07 03:08:39,-17.2614,27.4618,73.2,72,86,4.79
404,Tacoronte,ES,2022-02-07 03:08:39,28.4769,-16.4102,59.25,84,20,10.0
405,Kathu,TH,2022-02-07 03:08:40,7.9178,98.3332,87.62,72,95,6.33
406,Tarakan,ID,2022-02-07 03:08:40,3.3,117.6333,79.38,76,99,2.89
407,Jiangkou,CN,2022-02-07 03:08:41,25.4872,119.1986,53.87,83,99,7.63
408,Bestobe,KZ,2022-02-07 03:08:41,52.4994,73.0975,-2.61,83,4,4.43
409,Ambilobe,MG,2022-02-07 03:05:52,-13.2,49.05,72.45,94,27,1.07
410,Ilulissat,GL,2022-02-07 03:08:42,69.2167,-51.1,5.02,72,20,10.36
411,Turinsk,RU,2022-02-07 03:08:42,58.0458,63.696,-3.53,98,78,3.47
412,Maniitsoq,GL,2022-02-07 03:08:42,65.4167,-52.9,2.68,92,100,13.85
413,Ushtobe,KZ,2022-02-07 03:08:43,45.2514,77.9838,32.29,98,100,15.84
414,Bushenyi,UG,2022-02-07 03:08:43,-0.5853,30.2114,60.1,72,100,1.83
415,Bethal,ZA,2022-02-07 03:08:44,-26.4579,29.4655,52.56,93,51,5.19
416,Airai,TL,2022-02-07 03:08:44,-8.9266,125.4092,75.2,61,29,2.35
417,Colares,PT,2022-02-07 03:08:45,38.7992,-9.4469,52.9,47,4,5.01
418,Pemangkat,ID,2022-02-07 03:09:45,1.1667,108.9667,79.65,84,100,4.76
419,Athabasca,CA,2022-02-07 03:09:45,54.7169,-113.2854,39.47,68,59,13.29
420,Pyaozerskiy,RU,2022-02-07 03:09:46,65.8333,31.1667,18.18,94,100,8.72
421,Dingle,PH,2022-02-07 03:09:46,10.9995,122.6711,83.75,63,48,15.41
422,Lodingen,NO,2022-02-07 03:09:47,68.414,15.9951,29.44,69,100,2.26
423,Husavik,IS,2022-02-07 03:09:47,66.0449,-17.3389,19.47,85,100,14.5
424,Berlevag,NO,2022-02-07 03:09:48,70.8578,29.0864,19.9,85,60,20.71
425,Belaya Gora,RU,2022-02-07 03:09:48,68.5333,146.4167,-37.07,97,97,1.77
426,Hobyo,SO,2022-02-07 03:09:48,5.3505,48.5268,75.52,72,98,17.36
427,Raudeberg,NO,2022-02-07 03:09:49,61.9875,5.1352,38.19,89,90,3.0
428,Coahuayana,MX,2022-02-07 03:09:49,18.7333,-103.6833,69.87,75,49,3.4
429,Marabba,SD,2022-02-07 03:09:50,12.35,32.1833,61.61,19,75,12.3
430,Xining,CN,2022-02-07 03:05:12,36.6167,101.7667,13.23,73,84,0.96
431,Mecca,SA,2022-02-07 03:09:50,21.4267,39.8261,63.34,47,1,2.3
432,Pingliang,CN,2022-02-07 03:09:51,35.5392,106.6861,19.67,83,100,0.43
433,Doha,QA,2022-02-07 03:07:23,25.2867,51.5333,58.98,58,0,10.36
434,Dole,FR,2022-02-07 03:09:51,47.0833,5.5,46.72,81,100,16.11
435,Shache,CN,2022-02-07 03:09:51,38.4167,77.2406,27.45,54,100,2.44
436,Cao Bang,VN,2022-02-07 03:09:52,22.6667,106.25,57.92,96,100,0.67
437,Lukuledi,TZ,2022-02-07 03:09:52,-10.5667,38.8,71.17,96,100,4.5
438,Humboldt,US,2022-02-07 03:09:52,40.6665,-123.9178,39.38,70,0,3.02
439,Murgab,TM,2022-02-07 03:09:53,37.4966,61.9714,39.78,73,100,10.85
440,Tete,MZ,2022-02-07 03:06:09,-16.1564,33.5867,69.62,98,10,0.96
441,Galveston,US,2022-02-07 03:09:53,29.3669,-94.9669,54.0,80,88,8.43
442,Linxia,CN,2022-02-07 03:09:54,35.6003,103.2064,13.95,83,89,1.72
443,Olinda,BR,2022-02-07 03:09:54,-8.0089,-34.8553,82.13,69,75,5.75
444,Harnosand,SE,2022-02-07 03:09:55,62.6323,17.9379,19.42,88,78,6.73
445,Port Lincoln,AU,2022-02-07 03:09:55,-34.7333,135.8667,79.56,48,0,18.32
446,Eregli,TR,2022-02-07 03:09:56,37.5133,34.0467,23.09,68,2,3.53
447,Niamey,NE,2022-02-07 03:09:56,13.5137,2.1098,67.5,15,0,10.47
448,Hamilton,US,2022-02-07 03:09:28,39.1834,-84.5333,30.97,86,0,0.0
449,Pasighat,IN,2022-02-07 03:07:38,28.0667,95.3333,61.56,62,3,1.63
450,Wawa,NG,2022-02-07 03:09:57,9.9022,4.4192,73.85,27,0,5.17
451,Cayenne,GF,2022-02-07 03:09:57,4.9333,-52.3333,80.1,88,75,3.0
452,Nizhniy Tsasuchey,RU,2022-02-07 03:09:58,50.5167,115.1333,15.39,79,8,8.95
453,Vestmannaeyjar,IS,2022-02-07 03:07:26,63.4427,-20.2734,37.38,97,100,58.56
454,Inverell,AU,2022-02-07 03:09:58,-29.7833,151.1167,81.66,45,2,7.0
455,Ciudad Bolivar,VE,2022-02-07 03:09:58,8.1222,-63.5497,78.55,74,42,14.9
456,Newport,GB,2022-02-07 03:09:26,51.5877,-2.9984,44.85,81,54,10.56
457,Port Blair,IN,2022-02-07 03:09:59,11.6667,92.75,78.84,83,40,9.22
458,Burnie,AU,2022-02-07 03:09:59,-41.0667,145.9167,71.94,50,0,9.8
459,Dyersburg,US,2022-02-07 03:06:44,36.0345,-89.3856,32.9,80,0,0.0
460,Mahebourg,MU,2022-02-07 03:10:00,-20.4081,57.7,79.25,82,100,11.21
461,Kizilskoye,RU,2022-02-07 03:10:00,52.7255,58.8937,2.71,98,97,2.93
462,Lat Yao,TH,2022-02-07 03:10:01,15.751,99.7893,89.51,47,99,1.25
463,Ulladulla,AU,2022-02-07 03:05:50,-35.35,150.4667,71.1,60,25,13.27
464,Jalu,LY,2022-02-07 03:10:01,29.0331,21.5482,55.08,34,2,7.09
465,Sechura,PE,2022-02-07 03:11:02,-5.5569,-80.8222,72.57,74,86,11.52
466,Pueblo,US,2022-02-07 03:11:02,38.2545,-104.6091,36.18,66,0,0.0
467,Ohangaron,UZ,2022-02-07 03:11:03,40.9064,69.6383,33.94,96,100,2.15
468,Golden,US,2022-02-07 03:09:22,39.7555,-105.2211,31.37,59,20,1.99
469,Steubenville,US,2022-02-07 03:11:03,40.3698,-80.634,28.98,89,60,3.58
470,Sorland,NO,2022-02-07 03:11:03,67.667,12.6934,38.19,75,100,16.82
471,Zeerust,ZA,2022-02-07 03:11:04,-25.5369,26.0751,62.56,71,9,6.96
472,Havoysund,NO,2022-02-07 03:11:04,70.9963,24.6622,23.88,77,52,14.85
473,Cap Malheureux,MU,2022-02-07 03:11:05,-19.9842,57.6142,79.47,81,100,1.99
474,Kalispell,US,2022-02-07 03:06:50,48.1958,-114.3129,30.49,83,0,3.44
475,La Ronge,CA,2022-02-07 03:07:33,55.1001,-105.2842,12.42,85,20,5.75
476,Tripoli,LY,2022-02-07 03:06:48,32.8752,13.1875,57.54,77,97,9.19
477,Mahon,ES,2022-02-07 03:09:39,39.8885,4.2658,46.96,93,0,5.75
478,Pulsano,IT,2022-02-07 03:11:05,40.3821,17.3564,54.82,76,0,1.99
479,Athens,GR,2022-02-07 03:10:02,37.9795,23.7162,54.16,88,20,4.0
480,Neustadt,DE,2022-02-07 03:11:06,49.7117,12.0872,35.46,90,100,4.0
481,Sanchursk,RU,2022-02-07 03:11:06,56.9413,47.2499,0.41,100,100,2.98
482,Bakchar,RU,2022-02-07 03:11:07,57.0186,82.0711,-7.65,99,6,2.84
483,Boa Vista,BR,2022-02-07 03:11:07,2.8197,-60.6733,82.38,65,75,11.5
484,Bacong,PH,2022-02-07 03:11:08,9.2464,123.2956,81.01,79,91,14.72
